title,genres,budget,revenue,vote_average,vote_count,release_date,popularity,runtime,year,roi,main_genre
Friday the 13th Part VI: Jason Lives,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,19472057.0,5.7,216,1986-08-01,11.158167,86.0,1986.0,6.490685666666667,
The Bridge on the River Kwai,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",3000000.0,33300000.0,7.7,542,1957-10-02,23.109959,161.0,1957.0,11.1,
Spaced Invaders,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 878, ""name"": ""Science Fiction""}]",3000000.0,15369573.0,4.7,25,1990-04-27,1.586598,100.0,1990.0,5.123191,
Family Plot,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",2000000.0,7900000.0,6.7,86,1976-04-09,3.832858,121.0,1976.0,3.95,
The Apartment,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,25000000.0,8.1,483,1960-06-15,22.889294,125.0,1960.0,8.333333333333334,
Jason Goes to Hell: The Final Friday,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,15938065.0,4.2,193,1993-08-13,10.341982,87.0,1993.0,5.312688333333333,
Torn Curtain,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,13000000.0,6.4,120,1966-07-13,7.924982,128.0,1966.0,4.333333333333333,
Dave Chappelle's Block Party,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]",3000000.0,11718595.0,6.4,28,2005-09-12,1.697846,100.0,2005.0,3.906198333333333,
Slow West,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 37, ""name"": ""Western""}]",,229094.0,6.6,367,2015-04-16,14.936661,84.0,2015.0,,
Krush Groove,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,,7.0,11,1985-10-25,0.720091,97.0,1985.0,,
Next Day Air,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,,5.3,36,2009-02-06,2.747402,84.0,2009.0,,
Elmer Gantry,"[{""id"": 18, ""name"": ""Drama""}]",3000000.0,10400000.0,7.3,41,1960-06-19,6.734965,146.0,1960.0,3.466666666666667,
Judgment at Nuremberg,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3000000.0,10000000.0,7.6,155,1961-12-01,13.338539,186.0,1961.0,3.3333333333333335,
Trippin',"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,9016377.0,4.5,4,1999-05-12,0.185373,94.0,1999.0,,
Red River,"[{""id"": 37, ""name"": ""Western""}]",3000000.0,9012000.0,7.3,82,1948-08-26,5.344815,133.0,1948.0,3.004,
Phat Girlz,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,3.7,10,2006-01-01,0.982624,99.0,2006.0,,
Before Midnight,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",3000000.0,11176469.0,7.4,568,2013-04-05,23.299907,108.0,2013.0,3.725489666666667,
Teen Wolf Too,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}]",,,3.8,46,1987-11-20,4.103764,95.0,1987.0,,
Phantasm II,"[{""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,7282851.0,6.3,94,1988-07-08,5.003615,97.0,1988.0,2.427617,
Woman Thou Art Loosed,"[{""id"": 18, ""name"": ""Drama""}]",3000000.0,6804016.0,5.0,3,2004-09-30,0.019984,94.0,2004.0,2.2680053333333334,
Real Women Have Curves,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,,5.8,19,2002-01-01,1.026243,86.0,2002.0,,
Water,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}, {""id"": 10749, ""name"": ""Romance""}]",,10422387.0,6.8,34,2005-09-08,2.787375,115.0,2005.0,,
East Is East,"[{""id"": 35, ""name"": ""Comedy""}]",3800000.0,28200000.0,6.5,59,1999-05-14,3.667372,97.0,1999.0,7.421052631578948,
Whipped,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,,3.1,11,2000-09-01,2.144354,82.0,2000.0,,
Kama Sutra - A Tale of Love,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,4109095.0,5.7,35,1996-09-11,3.937939,117.0,1996.0,1.3696983333333332,
Please Give,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3000000.0,,6.0,57,2010-01-22,5.325156,90.0,2010.0,,
Willy Wonka & the Chocolate Factory,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",3000000.0,4000000.0,7.4,798,1971-06-29,23.981601,100.0,1971.0,1.3333333333333333,
Warlock: The Armageddon,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,5.2,38,1993-05-01,3.107149,98.0,1993.0,,
8 Heads in a Duffel Bag,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",,,5.4,39,1997-04-18,5.016607,95.0,1997.0,,
Days of Heaven,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,7.6,234,1978-09-13,13.857194,94.0,1978.0,,
Thirteen Conversations About One Thing,"[{""id"": 18, ""name"": ""Drama""}]",,,6.4,25,2001-09-02,6.997495,104.0,2001.0,,
Jawbreaker,"[{""id"": 35, ""name"": ""Comedy""}]",3000000.0,3076820.0,5.9,90,1999-01-30,4.337685,87.0,1999.0,1.0256066666666668,
Basquiat,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",2962051.0,3011195.0,6.6,94,1996-08-09,3.636634,108.0,1996.0,1.016591206565991,
Frances Ha,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,4069826.0,7.2,345,2013-05-17,15.492257,86.0,2013.0,,
Tsotsi,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",3000000.0,9879971.0,6.9,94,2005-08-18,2.504169,94.0,2005.0,3.2933236666666668,
Happiness,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",3000000.0,2807390.0,7.4,194,1998-10-16,10.757539,139.0,1998.0,0.9357966666666667,
DysFunktional Family,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",,,6.1,4,2003-04-04,1.580027,89.0,2003.0,,
Tusk,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2800000.0,1826705.0,5.1,366,2014-09-19,15.754614,102.0,2014.0,0.6523946428571429,
Oldboy,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 28, ""name"": ""Action""}]",3000000.0,14980005.0,8.0,1945,2003-01-01,56.76349,120.0,2003.0,4.993335,
Letters to God,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 53, ""name"": ""Thriller""}]",,,6.5,37,2010-04-09,3.644872,110.0,2010.0,,
Hobo with a Shotgun,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,748453.0,5.7,211,2011-05-06,16.900433,86.0,2011.0,0.24948433333333334,
Compadres,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",3000000.0,,5.2,17,2016-03-31,1.569246,101.0,2016.0,,
Freeway,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,,6.5,95,1996-08-23,4.682881,110.0,1996.0,,
Love's Abiding Joy,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,,5.8,12,2006-10-06,1.128559,87.0,2006.0,,
Fish Tank,"[{""id"": 18, ""name"": ""Drama""}]",3000000.0,2357852.0,6.9,250,2009-05-14,12.68672,123.0,2009.0,0.7859506666666667,
Damsels in Distress,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,5.6,67,2012-04-06,3.750338,99.0,2012.0,,
Creature,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",,,4.0,21,1998-05-17,2.857848,176.0,1998.0,,
Bachelorette,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",3000000.0,11947954.0,5.3,444,2012-08-06,20.95282,87.0,2012.0,3.9826513333333335,
Brave New Girl,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",,,3.7,3,2004-04-25,0.18094,120.0,2004.0,,
Tim and Eric's Billion Dollar Movie,"[{""id"": 35, ""name"": ""Comedy""}]",,,5.2,34,2012-03-02,1.75311,94.0,2012.0,,
Summer Storm,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2700000.0,,6.7,59,2004-09-02,3.120747,98.0,2004.0,,
Fort McCoy,"[{""id"": 10752, ""name"": ""War""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",,,6.3,2,2014-01-01,0.384496,0.0,2014.0,,
Chain Letter,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,,3.9,37,2010-10-01,2.504156,96.0,2010.0,,
Just Looking,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",3000000.0,,5.8,5,1999-10-21,0.431332,97.0,1999.0,,
The Divide,"[{""id"": 878, ""name"": ""Science Fiction""}]",3000000.0,22000.0,5.7,197,2011-03-13,11.882563,112.0,2011.0,0.007333333333333333,
The Eclipse,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.1,15,2009-04-24,9.342465,88.0,2009.0,,
Demonic,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",3000000.0,3387000.0,4.9,148,2015-02-12,12.564554,83.0,2015.0,1.129,
My Big Fat Independent Movie,"[{""id"": 35, ""name"": ""Comedy""}]",,,3.0,5,2005-03-04,0.68822,80.0,2005.0,,
The Deported,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,,0.0,0,2010-06-15,0.194848,90.0,2010.0,,
Tanner Hall,"[{""id"": 18, ""name"": ""Drama""}]",,,5.4,32,2009-09-14,2.015525,96.0,2009.0,,
Open Road,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,,5.2,18,2013-04-12,2.680629,85.0,2013.0,,
They Came Together,"[{""id"": 35, ""name"": ""Comedy""}]",,,5.3,171,2014-06-27,12.036888,84.0,2014.0,,
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,"[{""id"": 35, ""name"": ""Comedy""}]",,,2.9,28,2013-01-14,1.737032,80.0,2013.0,,
Never Back Down 2: The Beatdown,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",3000000.0,,5.8,136,2011-09-13,9.249229,90.0,2011.0,,
Point Blank,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",2500000.0,3200000.0,7.1,95,1967-08-30,5.164423,92.0,1967.0,1.28,
Four Single Fathers,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",3.0,,0.0,0,2009-01-15,0.008263,100.0,2009.0,,
Enter the Dangerous Mind,"[{""id"": 53, ""name"": ""Thriller""}]",,,4.8,14,2013-03-11,1.998826,88.0,2013.0,,
Something Wicked,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",3000000.0,,4.6,16,2014-04-04,1.968679,95.0,2014.0,,
AWOL-72,"[{""id"": 53, ""name"": ""Thriller""}]",3000000.0,,2.8,10,2015-08-07,1.141463,79.0,2015.0,,
Iguana,[],,,6.0,1,1988-04-01,0.214704,88.0,1988.0,,
Chicago Overcoat,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",3200000.0,,6.1,5,2009-10-10,1.034844,95.0,2009.0,,
Barry Munday,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.3,22,2010-03-13,1.975941,95.0,2010.0,,
Central Station,"[{""id"": 18, ""name"": ""Drama""}]",2900000.0,5596708.0,7.6,126,1998-01-16,5.928937,113.0,1998.0,1.9298993103448276,
Pocketful of Miracles,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2900000.0,5000000.0,7.3,25,1961-12-18,3.370225,136.0,1961.0,1.7241379310344827,
Close Range,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}]",,,4.9,54,2015-12-11,5.485217,80.0,2015.0,,
Boynton Beach Club,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.8,3,2005-08-05,0.18887,105.0,2005.0,,
Amnesiac,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",3000000.0,,4.1,52,2015-08-14,3.077885,90.0,2015.0,,
Freakonomics,"[{""id"": 99, ""name"": ""Documentary""}]",3000000.0,103735.0,6.6,36,2010-10-01,1.781462,93.0,2010.0,0.034578333333333336,
High Tension,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,,6.6,271,2003-06-18,4.952983,91.0,2003.0,,
Griff the Invisible,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",2902660.0,,6.1,34,2011-08-19,1.35088,93.0,2011.0,,
Unnatural,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",,,4.3,12,2015-10-16,0.687656,89.0,2015.0,,
Hustle & Flow,"[{""id"": 18, ""name"": ""Drama""}]",8000000.0,23563727.0,6.9,99,2005-07-22,6.39503,116.0,2005.0,2.945465875,
Some Like It Hot,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2883848.0,25000000.0,8.0,808,1959-03-18,39.30982,122.0,1959.0,8.668972844615944,
Friday the 13th Part VII: The New Blood,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2800000.0,19170001.0,5.3,192,1988-05-13,9.070842,88.0,1988.0,6.846428928571428,
The Wizard of Oz,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",2777000.0,33754967.0,7.4,1642,1939-08-15,67.417542,102.0,1939.0,12.15519157364062,
Young Frankenstein,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",2800000.0,86273333.0,7.7,854,1974-12-15,36.444894,106.0,1974.0,30.811904642857144,
Diary of the Dead,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2000000.0,5364858.0,5.4,190,2007-09-08,15.351412,95.0,2007.0,2.682429,
Lage Raho Munna Bhai,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,7.6,44,2006-01-01,2.436019,144.0,2006.0,,
Ulee's Gold,"[{""id"": 18, ""name"": ""Drama""}]",,,6.5,19,1997-06-13,0.93392,112.0,1997.0,,
The Black Stallion,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]",2700000.0,37799643.0,7.0,59,1979-10-17,11.35972,118.0,1979.0,13.999867777777778,
Sardaarji,[],,,9.5,2,2015-06-26,0.296981,0.0,2015.0,,
Journey to Saturn,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",,,4.9,10,2008-09-26,1.776624,90.0,2008.0,,
Donovan's Reef,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2686000.0,6600000.0,6.0,30,1963-06-12,1.897263,109.0,1963.0,2.4571854058078926,
The Dress,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,,7.0,3,1996-03-21,0.144031,103.0,1996.0,,
A Guy Named Joe,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",2627000.0,5363000.0,6.0,8,1944-03-01,0.531444,120.0,1944.0,2.041492196421774,
Blazing Saddles,"[{""id"": 37, ""name"": ""Western""}, {""id"": 35, ""name"": ""Comedy""}]",2600000.0,119500000.0,7.2,609,1974-02-07,22.793929,93.0,1974.0,45.96153846153846,
Friday the 13th: The Final Chapter,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2600000.0,32980880.0,5.9,237,1984-04-13,14.013414,91.0,1984.0,12.684953846153846,
Ida,"[{""id"": 18, ""name"": ""Drama""}]",2159280.0,10700000.0,7.1,260,2013-10-25,13.265432,80.0,2013.0,4.955355488866659,
Maurice,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,7.1,61,1987-09-18,11.552247,134.0,1987.0,,
Beer League,"[{""id"": 35, ""name"": ""Comedy""}]",,,5.3,22,2006-09-15,1.73892,86.0,2006.0,,
Riding Giants,"[{""id"": 99, ""name"": ""Documentary""}]",2600000.0,3166000.0,7.6,23,2004-07-09,0.895946,105.0,2004.0,1.2176923076923076,
Timecrimes,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2600000.0,553198.0,7.0,308,2007-09-20,19.02965,92.0,2007.0,0.21276846153846155,
Silver Medalist,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10769, ""name"": ""Foreign""}]",,,7.4,13,2009-01-20,0.406645,99.0,2009.0,,
Timber Falls,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",2600000.0,,5.2,38,2007-12-07,3.687574,97.0,2007.0,,
Singin' in the Rain,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",2540800.0,7200000.0,7.8,727,1952-04-10,36.556954,103.0,1952.0,2.8337531486146097,
"Fat, Sick & Nearly Dead","[{""id"": 99, ""name"": ""Documentary""}]",,,7.1,47,2010-04-16,0.545825,97.0,2010.0,,
A Haunted House,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2500000.0,60141683.0,5.4,516,2013-01-11,18.661541,86.0,2013.0,24.0566732,
2016: Obama's America,"[{""id"": 99, ""name"": ""Documentary""}]",2500000.0,33400000.0,4.6,19,2012-07-13,0.973582,87.0,2012.0,13.36,
That Thing You Do!,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",,34585416.0,6.8,225,1996-10-04,14.885388,108.0,1996.0,,
Halloween III: Season of the Witch,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 878, ""name"": ""Science Fiction""}]",2500000.0,14400000.0,5.0,229,1982-10-22,12.030456,98.0,1982.0,5.76,
Escape from the Planet of the Apes,"[{""id"": 28, ""name"": ""Action""}, {""id"": 878, ""name"": ""Science Fiction""}]",2500000.0,12348905.0,6.3,264,1971-05-20,18.30961,98.0,1971.0,4.939562,
Hud,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",2500000.0,10000000.0,7.5,66,1963-05-29,6.82919,112.0,1963.0,4.0,
Kevin Hart: Let Me Explain,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",,32230907.0,7.1,95,2013-07-03,9.799357,74.0,2013.0,,
My Own Private Idaho,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2500000.0,,7.1,212,1991-10-17,10.363642,104.0,1991.0,,
Garden State,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2500000.0,26781723.0,7.1,618,2004-07-28,30.583959,102.0,2004.0,10.7126892,
Before Sunrise,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2500000.0,5535405.0,7.7,959,1995-01-27,23.672571,105.0,1995.0,2.214162,
Evil Words,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",,,6.9,8,2003-10-03,0.205034,100.0,2003.0,,
Jesus' Son,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.7,22,1999-09-05,5.581743,107.0,1999.0,,
Saving Face,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",,,6.8,32,2004-09-12,2.487255,91.0,2004.0,,
Brick Lane,"[{""id"": 18, ""name"": ""Drama""}]",,,5.2,15,2007-11-16,0.262135,102.0,2007.0,,
Robot & Frank,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",2500000.0,3325038.0,6.8,450,2012-08-16,23.419061,85.0,2012.0,1.3300152,
My Life Without Me,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,9726954.0,7.2,77,2003-03-07,7.958831,106.0,2003.0,,
The Spectacular Now,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2500000.0,6854611.0,6.8,1048,2013-08-02,25.722747,95.0,2013.0,2.7418444,
Religulous,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 99, ""name"": ""Documentary""}]",,,7.2,197,2008-10-01,9.774126,101.0,2008.0,,
Fuel,"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 18, ""name"": ""Drama""}]",,,7.0,3,2008-11-14,0.197469,90.0,2008.0,,
Valley of the Heart's Delight,"[{""id"": 18, ""name"": ""Drama""}]",,,7.0,1,2006-04-24,0.142255,100.0,2006.0,,
Eye of the Dolphin,"[{""id"": 18, ""name"": ""Drama""}]",2500000.0,71904.0,7.1,7,2007-08-24,0.301884,100.0,2007.0,0.0287616,
8: The Mormon Proposition,"[{""id"": 99, ""name"": ""Documentary""}]",,,5.5,6,2010-01-01,0.424957,80.0,2010.0,,
The Other End of the Line,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14000000.0,,6.1,50,2008-10-29,3.393648,106.0,2008.0,,
Anatomy,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",,,6.1,61,2000-02-03,5.025938,103.0,2000.0,,
Sleep Dealer,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2500000.0,107559.0,6.0,40,2008-12-10,4.624691,90.0,2008.0,0.0430236,
Super,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",2500000.0,324138.0,6.6,441,2010-09-09,12.204569,96.0,2010.0,0.1296552,
Christmas Mail,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",,,5.0,15,2010-12-01,0.630226,89.0,2010.0,,
Stung,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 27, ""name"": ""Horror""}]",2500000.0,,4.9,63,2015-07-03,4.270489,87.0,2015.0,,
Antibirth,"[{""id"": 27, ""name"": ""Horror""}]",35000000.0,,4.8,40,2016-09-02,3.674294,94.0,2016.0,,
